goodreads_book_id,summary,genre,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,genre2
17182126,"Ten years ago, Calamity came. It was a burst in the sky that gave ordinary men and women extraordinary powers. The awed public started calling them Epics. But Epics are no friend of man. With incredible gifts came the desire to rule. And to rule man you must crush his will.Nobody fights the Epics...nobody but the Reckoners. A shadowy group of ordinary humans, they spend their lives studying Epics, finding their weaknesses, and then assassinating them.And David wants in. He wants Steelheart — the Epic who is said to be invincible. The Epic who killed David's father. For years, like the Reckoners, David's been studying, and planning — and he has something they need. Not an object, but an experience.He's seen Steelheart bleed. And he wants revenge.","['Fantasy', 'Young Adult', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Fiction']",970,17182126,21366540,64,385743564,9780385743560.0,Brandon Sanderson,2013,Steelheart,"Steelheart (The Reckoners, #1)",eng,4.16,76261,102116,10160,1300,3063,15596,40585,41572,https://images.gr-assets.com/books/1357576738m/17182126.jpg,https://images.gr-assets.com/books/1357576738s/17182126.jpg,"['Fantasy', 'YoungAdult', 'ScienceFiction', 'ScienceFiction', 'Dystopia', 'Fiction']"
17200687,"Opposites in every way . . . except the one that matters Shaw Landon loved Rule Archer from the moment she laid eyes on him. Rule is everything a straight-A pre-med student like Shaw shouldn’t want—and the only person she’s never tried to please. She isn’t afraid of his scary piercings and tattoos or his wild attitude. Though she knows that Rule is wrong for her, her heart just won’t listen.To a rebel like Rule Archer, Shaw Landon is a stuck-up, perfect princess-and his dead twin brother’s girl. She lives by other people’s rules; he makes his own. He doesn’t have time for a good girl like Shaw-even if she’s the only one who can see the person he truly is.But a short skirt, too many birthday cocktails, and spilled secrets lead to a night neither can forget. Now, Shaw and Rule have to figure out how a girl like her and a guy like him are supposed to be together without destroying their love . . . or each other.","['New Adult', 'Romance', 'Romance', 'Contemporary Romance', 'Academic', 'College']",1702,17200687,23675925,29,,,"Jay Crownover, Charlotte Connan de vries",2012,Rule,"Rule (Marked Men, #1)",eng,4.16,79077,83965,5399,1414,3008,12953,30227,36363,https://images.gr-assets.com/books/1357012113m/17200687.jpg,https://images.gr-assets.com/books/1357012113s/17200687.jpg,"['NewAdult', 'Romance', 'Romance', 'ContemporaryRomance', 'Academic', 'College']"
17212231,"Harvard professor of symbology Robert Langdon awakens in an Italian hospital, disoriented and with no recollection of the past thirty-six hours, including the origin of the macabre object hidden in his belongings. With a relentless female assassin trailing them through Florence, he and his resourceful doctor, Sienna Brooks, are forced to flee. Embarking on a harrowing journey, they must unravel a series of codes, which are the work of a brilliant scientist whose obsession with the end of the world is matched only by his passion for one of the most influential masterpieces ever written, Dante Alighieri's The Inferno. Dan Brown has raised the bar yet again, combining classical Italian art, history, and literature with cutting-edge science in this sumptuously entertaining thriller.","['Fiction', 'Thriller', 'Mystery', 'Suspense']",240,17212231,23841765,235,385537859,9780385537860.0,Dan Brown,2013,Inferno,"Inferno (Robert Langdon, #4)",eng,3.8,287533,345560,33700,7261,26077,89237,128374,94611,https://images.gr-assets.com/books/1397093185m/17212231.jpg,https://images.gr-assets.com/books/1397093185s/17212231.jpg,"['Fiction', 'Thriller', 'Mystery', 'Suspense']"
17235026,"Melanie is a very special girl. Dr. Caldwell calls her ""our little genius.""Every morning, Melanie waits in her cell to be collected for class. When they come for her, Sergeant Parks keeps his gun pointing at her while two of his people strap her into the wheelchair. She thinks they don't like her. She jokes that she won't bite, but they don't laugh.Melanie loves school. She loves learning about spelling and sums and the world outside the classroom and the children's cells. She tells her favorite teacher all the things she'll do when she grows up. Melanie doesn't know why this makes Miss Justineau look sad.The Girl with All the Gifts is a sensational thriller, perfect for fans of Stephen King, Justin Cronin, and Neil Gaiman.","['Horror', 'Fiction', 'Science Fiction', 'Horror', 'Zombies', 'Science Fiction', 'Dystopia']",886,17235026,23753235,69,356500152,9780356500160.0,M.R. Carey,2014,The Girl with All the Gifts,The Girl with All the Gifts,eng,3.93,99729,119493,14701,2427,6277,24649,49720,36420,https://images.gr-assets.com/books/1403033579m/17235026.jpg,https://images.gr-assets.com/books/1403033579s/17235026.jpg,"['Horror', 'Fiction', 'ScienceFiction', 'Horror', 'Zombies', 'ScienceFiction', 'Dystopia']"
17262100,"Epic in its canvas and intimate in its portrayal of lives undone and forged anew, The Lowland is a deeply felt novel of family ties that entangle and fray in ways unforeseen and unrevealed, of ties that ineluctably define who we areFrom Subhash's earliest memories, at every point, his brother was there. In the suburban streets of Calcutta where they wandered before dusk and in the hyacinth-strewn ponds where they played for hours on end, Udayan was always in his older brother's sight. So close in age, they were inseparable in childhood and yet, as the years pass - as U.S tanks roll into Vietnam and riots sweep across India - their brotherly bond can do nothing to forestall the tragedy that will upend their lives. Udayan - charismatic and impulsive - finds himself drawn to the Naxalite movement, a rebellion waged to eradicate inequity and poverty. He will give everything, risk all, for what he believes, and in doing so will transform the futures of those dearest to him: his newly married, pregnant wife, his brother and their parents. For all of them, the repercussions of his actions will reverberate across continents and seep through the generations that follow. Epic in its canvas and intimate in its portrayal of lives undone and forged anew, The Lowland is a deeply felt novel of family ties that entangle and fray in ways unforeseen and unrevealed, of ties that ineluctably define who we are. With all the hallmarks of Jhumpa Lahiri's achingly poignant, exquisitely empathetic story-telling, this is her most devastating work of fiction to date.","['Fiction', 'Cultural', 'India', 'Historical', 'Historical Fiction', 'Literary Fiction']",1242,17262100,23858897,65,307265749,9780307265750.0,Jhumpa Lahiri,2013,The Lowland,The Lowland,eng,3.82,62231,69268,7249,1356,4113,16972,30069,16758,https://images.gr-assets.com/books/1366930267m/17262100.jpg,https://images.gr-assets.com/books/1366930267s/17262100.jpg,"['Fiction', 'Cultural', 'India', 'Historical', 'HistoricalFiction', 'LiteraryFiction']"
17262159,"After an epic and interrupted journey all the way from the snows of South Dakota, Jack Reacher has finally made it to Virginia. His destination: a sturdy stone building a short bus ride from Washington D.C., the headquarters of his old unit, the 110th MP. It was the closest thing to a home he ever had.Why? He wants to meet the new commanding officer, Major Susan Turner. He liked her voice on the phone. But the officer sitting behind Reacher’s old desk isn't a woman. Why is Susan Turner not there?What Reacher doesn’t expect is what comes next. He himself is in big trouble, accused of a sixteen-year-old homicide. And he certainly doesn't expect to hear these words: ‘You’re back in the army, Major. And your ass is mine.’Will he be sorry he went back? Or – will someone else?","['Thriller', 'Fiction', 'Mystery', 'Mystery', 'Crime']",2641,17262159,23756807,78,385344341,9780385344340.0,Lee Child,2013,Never Go Back ,"Never Go Back (Jack Reacher, #18)",eng,4.02,27578,42885,3558,328,1392,8949,18578,13638,https://images.gr-assets.com/books/1467947214m/17262159.jpg,https://images.gr-assets.com/books/1467947214s/17262159.jpg,"['Thriller', 'Fiction', 'Mystery', 'Mystery', 'Crime']"
17262203,"A man-made plague has swept the earth, but a small group survives, along with the green-eyed Crakers – a gentle species bio-engineered to replace humans. Toby, onetime member of the Gods Gardeners and expert in mushrooms and bees, is still in love with street-smart Zeb, who has an interesting past. The Crakers’ reluctant prophet, Snowman-the-Jimmy, is hallucinating; Amanda is in shock from a Painballer attack; and Ivory Bill yearns for the provocative Swift Fox, who is flirting with Zeb. Meanwhile, giant Pigoons and malevolent Painballers threaten to attack. Told with wit, dizzying imagination, and dark humour, Booker Prize-winning Margaret Atwood’s unpredictable, chilling and hilarious MaddAddam takes us further into a challenging dystopian world and holds up a skewed mirror to our own possible future.","['Fiction', 'Science Fiction', 'Science Fiction', 'Dystopia', 'Apocalyptic', 'Post Apocalyptic']",2570,17262203,17613051,44,385528787,9780385528790.0,Margaret Atwood,2013,MaddAddam,"MaddAddam (MaddAddam, #3)",eng,3.98,33861,41975,4289,391,1819,9039,17713,13013,https://images.gr-assets.com/books/1366394020m/17262203.jpg,https://images.gr-assets.com/books/1366394020s/17262203.jpg,"['Fiction', 'ScienceFiction', 'ScienceFiction', 'Dystopia', 'Apocalyptic', 'PostApocalyptic']"
17288661,"Seth Hubbard is a wealthy man dying of lung cancer. He trusts no one. Before he hangs himself from a sycamore tree, Hubbard leaves a new, handwritten, will. It is an act that drags his adult children, his black maid, and Jake into a conflict as riveting and dramatic as the murder trial that made Brigance one of Ford County's most notorious citizens, just three years earlier.  The second will raises far more questions than it answers. Why would Hubbard leave nearly all of his fortune to his maid? Had chemotherapy and painkillers affected his ability to think clearly? And what does it all have to do with a piece of land once known as Sycamore Row?","['Fiction', 'Mystery', 'Thriller', 'Legal Thriller', 'Thriller']",1092,17288661,25046757,91,385537131,9780385537130.0,John Grisham,2013,Sycamore Row,Sycamore Row,eng,3.98,56315,83185,8733,709,3198,18054,36337,24887,https://images.gr-assets.com/books/1375888633m/17288661.jpg,https://images.gr-assets.com/books/1375888633s/17288661.jpg,"['Fiction', 'Mystery', 'Thriller', 'LegalThriller', 'Thriller']"
17306293,"In 2007, the Center for Automation in Nanobiotech (CAN) outlined the hardware and software platform that would one day allow robots smaller than human cells to make medical diagnoses, conduct repairs, and even self-propagate. In the same year, the CBS network re-aired a program about the effects of propranolol on sufferers of extreme trauma. A simple pill, it had been discovered, could wipe out the memory of any traumatic event. At almost the same moment in humanity’s broad history, mankind had discovered the means for bringing about its utter downfall. And the ability to forget it ever happened. This is the sequel to the New York Times bestselling WOOL series.Contains First Shift, Second Shift, and Third Shift.","['Science Fiction', 'Fiction', 'Science Fiction', 'Dystopia', 'Apocalyptic', 'Post Apocalyptic']",1837,17306293,23965619,67,,,Hugh Howey,2013,Shift,"Shift (Silo, #2)",en-US,4.12,46518,53127,3531,249,1456,9169,22899,19354,https://images.gr-assets.com/books/1379003176m/17306293.jpg,https://images.gr-assets.com/books/1379003176s/17306293.jpg,"['ScienceFiction', 'Fiction', 'ScienceFiction', 'Dystopia', 'Apocalyptic', 'PostApocalyptic']"
17314430,"Some things are worth waiting for…Traveling thousands of miles from home to enter college is the only way nineteen-year-old Avery Morgansten can escape what happened at the Halloween party five years ago—an event that forever changed her life. All she needs to do is make it to her classes on time, make sure the bracelet on her left wrist stays in place, not draw any attention to herself, and maybe—please God—make a few friends, because surely that would be a nice change of pace. The one thing she didn’t need and never planned on was capturing the attention of the one guy who could shatter the precarious future she’s building for herself.Some things are worth experiencing…Cameron Hamilton is six feet and three inches of swoon-worthy hotness, complete with a pair of striking blue eyes and a remarkable ability to make her want things she believed were irrevocably stolen from her. She knows she needs to stay away from him, but Cam is freaking everywhere, with his charm, his witty banter, and that damn dimple that’s just so… so lickable. Getting involved with him is dangerous, but when ignoring the simmering tension that sparks whenever they are around each other becomes impossible, he brings out a side of her she never knew existed.Some things should never be kept quiet…But when Avery starts receiving threatening emails and phone calls forcing her to face a past she wants silenced, she’s has no other choice but to acknowledge that someone is refusing to allow her to let go of that night when everything changed. When the devastating truth comes out, will she resurface this time with one less scar? And can Cam be there to help her or will he be dragged down with her?And some things are worth fighting for…","['New Adult', 'Romance', 'Contemporary', 'Academic', 'College', 'Romance', 'Contemporary Romance']",1165,17314430,23981243,42,,2940016231920.0,"J. Lynn, Jennifer L. Armentrout",2013,Wait for You,"Wait for You (Wait for You, #1)",eng,4.19,106236,115224,7550,1772,3824,16957,40784,51887,https://images.gr-assets.com/books/1363819713m/17314430.jpg,https://images.gr-assets.com/books/1363819713s/17314430.jpg,"['NewAdult', 'Romance', 'Contemporary', 'Academic', 'College', 'Romance', 'ContemporaryRomance']"
17332218,"From #1 New York Times bestselling author Brandon Sanderson, Words of Radiance, Book Two of the Stormlight Archive, continues the immersive fantasy epic that The Way of Kings began.Expected by his enemies to die the miserable death of a military slave, Kaladin survived to be given command of the royal bodyguards, a controversial first for a low-status ""darkeyes."" Now he must protect the king and Dalinar from every common peril as well as the distinctly uncommon threat of the Assassin, all while secretly struggling to master remarkable new powers that are somehow linked to his honorspren, Syl.The Assassin, Szeth, is active again, murdering rulers all over the world of Roshar, using his baffling powers to thwart every bodyguard and elude all pursuers. Among his prime targets is Highprince Dalinar, widely considered the power behind the Alethi throne. His leading role in the war would seem reason enough, but the Assassin's master has much deeper motives.Brilliant but troubled Shallan strives along a parallel path. Despite being broken in ways she refuses to acknowledge, she bears a terrible burden: to somehow prevent the return of the legendary Voidbringers and the civilization-ending Desolation that will follow. The secrets she needs can be found at the Shattered Plains, but just arriving there proves more difficult than she could have imagined.Meanwhile, at the heart of the Shattered Plains, the Parshendi are making an epochal decision. Hard pressed by years of Alethi attacks, their numbers ever shrinking, they are convinced by their war leader, Eshonai, to risk everything on a desperate gamble with the very supernatural forces they once fled. The possible consequences for Parshendi and humans alike, indeed, for Roshar itself, are as dangerous as they are incalculable.","['Fantasy', 'Fiction', 'Fantasy', 'Epic Fantasy', 'Fantasy', 'High Fantasy']",862,17332218,16482835,34,765326361,9780765326360.0,Brandon Sanderson,2014,Words of Radiance,"Words of Radiance (The Stormlight Archive, #2)",eng,4.77,73572,108176,7261,154,404,2653,18272,86693,https://images.gr-assets.com/books/1391535251m/17332218.jpg,https://images.gr-assets.com/books/1391535251s/17332218.jpg,"['Fantasy', 'Fiction', 'Fantasy', 'EpicFantasy', 'Fantasy', 'HighFantasy']"
17333223,"It begins with a boy. Theo Decker, a thirteen-year-old New Yorker, miraculously survives an accident that kills his mother. Abandoned by his father, Theo is taken in by the family of a wealthy friend. Bewildered by his strange new home on Park Avenue, disturbed by schoolmates who don't know how to talk to him, and tormented above all by his unbearable longing for his mother, he clings to one thing that reminds him of her: a small, mysteriously captivating painting that ultimately draws Theo into the underworld of art.As an adult, Theo moves silkily between the drawing rooms of the rich and the dusty labyrinth of an antiques store where he works. He is alienated and in love-and at the center of a narrowing, ever more dangerous circle.The Goldfinch combines vivid characters, mesmerizing language, and suspense, while plumbing with a philosopher's calm the deepest mysteries of love, identity, and art. It is an old-fashioned story of loss and obsession, survival and self-invention, and the ruthless machinations of fate.","['Fiction', 'Contemporary', 'Literary Fiction']",146,17333223,24065147,108,316055433,9780316055440.0,Donna Tartt,2013,The Goldfinch,The Goldfinch,eng,3.87,396756,463847,44631,19164,35300,93459,153459,162465,https://images.gr-assets.com/books/1451554970m/17333223.jpg,https://images.gr-assets.com/books/1451554970s/17333223.jpg,"['Fiction', 'Contemporary', 'LiteraryFiction']"
17333230,"It is 1866, and young Walter Moody has come to make his fortune upon the New Zealand goldfields. On the stormy night of his arrival, he stumbles across a tense gathering of twelve local men who have met in secret to discuss a series of unexplained events: A wealthy man has vanished, a prostitute has tried to end her life, and an enormous fortune has been discovered in the home of a luckless drunk. Moody is soon drawn into the mystery: a network of fates and fortunes that is as complex and exquisitely ornate as the night sky. Richly evoking a mid-nineteenth-century world of shipping, banking, and gold rush boom and bust, The Luminaries is a brilliantly constructed, fiendishly clever ghost story and a gripping page-turner.","['Fiction', 'Historical', 'Historical Fiction', 'Mystery', 'Historical']",1920,17333230,24064531,82,316074314,9780316074320.0,Eleanor Catton,2013,The Luminaries,The Luminaries,eng,3.7,40727,48822,6613,2431,4439,11400,17682,12870,https://images.gr-assets.com/books/1410524246m/17333230.jpg,https://images.gr-assets.com/books/1410524246s/17333230.jpg,"['Fiction', 'Historical', 'HistoricalFiction', 'Mystery', 'Historical']"
17333319,"A brilliant literary debut, inspired by a true story: the final days of a young woman accused of murder in Iceland in 1829. Set against Iceland's stark landscape, Hannah Kent brings to vivid life the story of Agnes, who, charged with the brutal murder of her former master, is sent to an isolated farm to await execution. Horrified at the prospect of housing a convicted murderer, the family at first avoids Agnes. Only Tóti, a priest Agnes has mysteriously chosen to be her spiritual guardian, seeks to understand her. But as Agnes's death looms, the farmer's wife and their daughters learn there is another side to the sensational story they've heard. Riveting and rich with lyricism, Burial Rites evokes a dramatic existence in a distant time and place, and asks the question, how can one woman hope to endure when her life depends upon the stories told by others?","['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Mystery']",2061,17333319,21943144,72,316243914,9780316243920.0,Hannah Kent,2013,Burial Rites,Burial Rites,eng,4.01,41209,53096,8028,695,2143,10040,23505,16713,https://images.gr-assets.com/books/1384207446m/17333319.jpg,https://images.gr-assets.com/books/1384207446s/17333319.jpg,"['Historical', 'HistoricalFiction', 'Fiction', 'Historical', 'Mystery']"
17333324,"On a remote, icy planet, the soldier known as Breq is drawing closer to completing her quest. Once, she was the Justice of Toren - a colossal starship with an artificial intelligence linking thousands of soldiers in the service of the Radch, the empire that conquered the galaxy. Now, an act of treachery has ripped it all away, leaving her with one fragile human body, unanswered questions, and a burning desire for vengeance.","['Science Fiction', 'Fiction', 'Space', 'Space Opera']",2218,17333324,24064628,43,031624662X,9780316246620.0,Ann Leckie,2013,Ancillary Justice,Ancillary Justice (Imperial Radch #1),eng,3.97,38747,47806,5950,1165,2589,8761,19345,15946,https://images.gr-assets.com/books/1397215917m/17333324.jpg,https://images.gr-assets.com/books/1397215917s/17333324.jpg,"['ScienceFiction', 'Fiction', 'Space', 'SpaceOpera']"
17333880,Life outside of her house was a new experience for Della Sloane. The dark secrets of her past weren’t something she ever intended to share with anyone. They would never understand. No one would ever get close enough to find out. There was always a chance she’d go crazy sooner than they expected…Woods Kerrington had never been one to be attracted to fragile females. They seemed like too much work. He wasn’t in it for the work just the pleasure. A night full of naughty fun had been exactly what was on his mind when he’d laid eyes on the hot little number that didn’t know how to pump gas and needed some help.What he didn’t know was she was as fragile as they came.The carefree girl who spoke her mind and didn’t care what the world thought of her was more breakable than he could ever imagine…,"['New Adult', 'Romance', 'Contemporary', 'Romance', 'Contemporary Romance']",2665,17333880,24065237,30,,,Abbi Glines,2013,"Twisted Perfection (Perfection, #1)","Twisted Perfection (Rosemary Beach, #5; Perfection, #1)",eng,4.26,57408,59633,3931,606,1761,8044,20604,28618,https://images.gr-assets.com/books/1360904964m/17333880.jpg,https://images.gr-assets.com/books/1360904964s/17333880.jpg,"['NewAdult', 'Romance', 'Contemporary', 'Romance', 'ContemporaryRomance']"
17337562,"Rush promised her forever... but promises can be broken.Torn between his love for his family and his love for Blaire, Rush has to find a way to save one without losing the other. In the end one has to be more important. Letting go isn’t easy.Blaire believed in her fairytale... but no one can live in a fantasy.Her love for Rush and desire to have a family keep her believing that they can find a way for this to work. Until she has to make the right decision for her and the baby. Even if it breaks her heart.Can they find the forever that they both want or has it all just gone... too far?","['New Adult', 'Romance', 'Contemporary', 'Romance', 'Contemporary Romance', 'Young Adult']",1994,17337562,24071049,32,,,Abbi Glines,2013,"Forever Too Far (Too Far, #3)","Forever Too Far (Rosemary Beach, #3; Too Far, #3)",eng,4.24,70029,72847,4490,870,2631,10633,22505,36208,https://images.gr-assets.com/books/1368151288m/17337562.jpg,https://images.gr-assets.com/books/1368151288s/17337562.jpg,"['NewAdult', 'Romance', 'Contemporary', 'Romance', 'ContemporaryRomance', 'YoungAdult']"
17340050,"In the follow-up to Colleen Hoover’s #1 New York Times bestseller Hopeless, the charming and irresistible Dean Holder tells the passionate story that has melted thousands of hearts.In Hopeless, Sky left no secret unearthed, no feeling unshared, and no memory forgotten, but Holder’s past remained a mystery.Still haunted by the little girl he let walk away, Holder has spent his entire life searching for her in an attempt to finally rid himself of the crushing guilt he has felt for years. But he could not have anticipated that the moment they reconnect, even greater remorse would overwhelm him…Sometimes in life, if we wish to move forward, we must first dig deep into our past and make amends. In Losing Hope, bestselling author Colleen Hoover reveals what was going on inside Holder’s head during all those hopeless moments—and whether he can gain the peace he desperately needs.","['Romance', 'New Adult', 'Young Adult', 'Contemporary']",2040,17340050,24075414,33,,,Colleen Hoover,2013,Losing Hope,"Losing Hope (Hopeless, #2)",eng,4.39,71841,74907,6563,819,1740,7986,20950,43412,https://images.gr-assets.com/books/1368348507m/17340050.jpg,https://images.gr-assets.com/books/1368348507s/17340050.jpg,"['Romance', 'NewAdult', 'YoungAdult', 'Contemporary']"
17347389," Their magic. Their quest. Their awfulness and strangeness.Her raven boys.
 Every so often, there is a series that absolutely sweeps you off your feet. It's all-encompassing. All-consuming. Everything you have ever wanted in a book. It's simply magnificent. 
Ronan Lynch: I am being perfectly fucking civil.Adam Parrish “Do you think you're a train wreck?""""That would mean I was on the tracks to start with.” Richard Gansey the Third 'I wish you could be kissed, Jane,' he said. 'Because I would beg just one off you.' Noah Czerny  ""I can't believe Noah didn't stick around to help.""""Sure you can. Never trust the dead.” 
Words cannot describe how much of a fan I am of this series. There's so much that happens in a Raven Cycle novel that I'm at a bit of a loss. Is it even possible to write a review? There's the fallout from Ronan's big reveal, the insanity of Kavinsky, the Welsh King adventure and Cabeswater madness. There's Chainsaw being adorable, Ronan ""borrowing"" cars, Adam pulling himself up from poverty, Gansey being Gansey and Noah obsessing over snow-globes. I would need a full essay to fully explain everything. In lieu of writing a book on this book, I'll quote my friend when he first introduced me to this series,
Miranda. Don't be a loser, just read it already.
Audiobook CommentsMan oh man, does the reader just excel. Every audiobook from this series easily makes my top ten list of fave audios. Every character has a speaking voice, a thinking voice and a narrating voice - those voices are distinct but completely recognizable as that character. I love the edge to Ronan tone and the soft hint of a Henrietta accent in Adams. Gansey's rich, clipped tones contrast so well against Blue's smooth southern voice. I am in love with these audiobooks.Credit to these gorgeous images: Xia-HainexBlog | Instagram | Twitter","['Fantasy', 'Young Adult', 'Fantasy', 'Paranormal']",1782,17347389,21598446,48,545424941,9780545424940.0,Maggie Stiefvater,2013,The Dream Thieves,"The Dream Thieves (The Raven Cycle, #2)",eng,4.27,75637,84512,10775,803,2111,10696,30520,40382,https://images.gr-assets.com/books/1477103777m/17347389.jpg,https://images.gr-assets.com/books/1477103777s/17347389.jpg,"['Fantasy', 'YoungAdult', 'Fantasy', 'Paranormal']"
17349023,"In middle age, Annie Oh—wife, mother, and outsider artist—has shaken her family to its core. After twenty-seven years of marriage and three children, Annie has fallen in love with Viveca, the wealthy, cultured, confident Manhattan art dealer who orchestrated her professional success.Annie and Viveca plan to wed in the Oh family's hometown of Three Rivers, Connecticut, where gay marriage has recently been legalized. But the impending wedding provokes some very mixed reactions and opens a Pandora's box of toxic secrets—dark and painful truths that have festered below the surface of the Ohs' lives.We Are Water is an intricate and layered portrait of marriage, family, and the inexorable need for understanding and connection, told in the alternating voices of the Ohs—nonconformist Annie; her ex-husband, Orion, a psychologist; Ariane, the do-gooder daughter, and her twin, Andrew, the rebellious only son; and free-spirited Marissa, the youngest Oh. Set in New England and New York during the first years of the Obama presidency, it is also a portrait of modern America, exploring issues of class, changing social mores, the legacy of racial violence, and the nature of creativity and art.With humor and breathtaking compassion, Wally Lamb brilliantly captures the essence of human experience in vivid and unforgettable characters struggling to find hope and redemption in the aftermath of trauma and loss. We Are Water is vintage Wally Lamb—a compulsively readable, generous, and uplifting masterpiece that digs deep into the complexities of the human heart to explore the ways in which we search for love and meaning in our lives.","['Fiction', 'Contemporary', 'Audiobook']",2281,17349023,24034597,27,61941026,9780061941020.0,Wally Lamb,2013,We Are Water,We Are Water,eng,3.79,35457,42626,5238,1057,2917,10538,17625,10489,https://images.gr-assets.com/books/1361329815m/17349023.jpg,https://images.gr-assets.com/books/1361329815s/17349023.jpg,"['Fiction', 'Contemporary', 'Audiobook']"
17378508,"The third installment in the all-new series from the #1 NEW YORK TIMES bestselling author Maggie Stiefvater!Blue Sargent has found things. For the first time in her life, she has friends she can trust, a group to which she can belong. The Raven Boys have taken her in as one of their own. Their problems have become hers, and her problems have become theirs. The trick with found things, though, is how easily they can be lost.Friends can betray.Mothers can disappear.Visions can mislead.Certainties can unravel.","['Fantasy', 'Young Adult', 'Fantasy', 'Paranormal']",2558,17378508,24170141,25,545424968,9780545424970.0,Maggie Stiefvater,2014,"Blue Lily, Lily Blue","Blue Lily, Lily Blue (The Raven Cycle, #3)",eng,4.32,56637,62547,8312,316,1095,7286,23370,30480,https://images.gr-assets.com/books/1477103826m/17378508.jpg,https://images.gr-assets.com/books/1477103826s/17378508.jpg,"['Fantasy', 'YoungAdult', 'Fantasy', 'Paranormal']"
17407748,"Ira Levinson is in trouble. At ninety-one years old, in poor health and alone in the world, he finds himself stranded on an isolated embankment after a car crash. Suffering multiple injuries, he struggles to retain consciousness until a blurry image materializes and comes into focus beside him: his beloved wife Ruth, who passed away nine years ago. Urging him to hang on, she forces him to remain alert by recounting the stories of their lifetime together – how they met, the precious paintings they collected together, the dark days of WWII and its effect on them and their families. Ira knows that Ruth can’t possibly be in the car with him, but he clings to her words and his memories, reliving the sorrows and everyday joys that defined their marriage.A few miles away, at a local rodeo, a Wake Forest College senior’s life is about to change. Recovering from a recent break-up, Sophia Danko meets a young cowboy named Luke, who bears little resemblance to the privileged frat boys she has encountered at school. Through Luke, Sophia is introduced to a world in which the stakes of survival and success, ruin and reward -- even life and death – loom large in everyday life. As she and Luke fall in love, Sophia finds herself imagining a future far removed from her plans -- a future that Luke has the power to rewrite . . . if the secret he’s keeping doesn’t destroy it first.Ira and Ruth. Sophia and Luke. Two couples who have little in common, and who are separated by years and experience. Yet their lives will converge with unexpected poignancy, reminding us all that even the most difficult decisions can yield extraordinary journeys: beyond despair, beyond death, to the farthest reaches of the human heart.","['Romance', 'Fiction', 'Womens Fiction', 'Chick Lit', 'Contemporary']",1098,17407748,24248331,92,1455520659,9781455520660.0,Nicholas Sparks,2012,The Longest Ride,The Longest Ride,eng,4.14,71276,88683,8692,1011,3435,15361,31569,37307,https://images.gr-assets.com/books/1367536453m/17407748.jpg,https://images.gr-assets.com/books/1367536453s/17407748.jpg,"['Romance', 'Fiction', 'WomensFiction', 'ChickLit', 'Contemporary']"
17465453,"A glorious, sweeping novel of desire, ambition, and the thirst for knowledge, from the # 1 New York Times bestselling author of Eat, Pray, Love and Committed.In The Signature of All Things, Elizabeth Gilbert returns to fiction, inserting her inimitable voice into an enthralling story of love, adventure and discovery. Spanning much of the eighteenth and nineteenth centuries, the novel follows the fortunes of the extraordinary Whittaker family as led by the enterprising Henry Whittaker—a poor-born Englishman who makes a great fortune in the South American quinine trade, eventually becoming the richest man in Philadelphia. Born in 1800, Henry's brilliant daughter, Alma (who inherits both her father's money and his mind), ultimately becomes a botanist of considerable gifts herself. As Alma's research takes her deeper into the mysteries of evolution, she falls in love with a man named Ambrose Pike who makes incomparable paintings of orchids and who draws her in the exact opposite direction — into the realm of the spiritual, the divine, and the magical. Alma is a clear-minded scientist; Ambrose a utopian artist — but what unites this unlikely couple is a desperate need to understand the workings of this world and the mechanisms behind all life.Exquisitely researched and told at a galloping pace, The Signature of All Things soars across the globe—from London to Peru to Philadelphia to Tahiti to Amsterdam, and beyond. Along the way, the story is peopled with unforgettable characters: missionaries, abolitionists, adventurers, astronomers, sea captains, geniuses, and the quite mad. But most memorable of all, it is the story of Alma Whittaker, who — born in the Age of Enlightenment, but living well into the Industrial Revolution — bears witness to that extraordinary moment in human history when all the old assumptions about science, religion, commerce, and class were exploding into dangerous new ideas. Written in the bold, questing spirit of that singular time, Gilbert's wise, deep, and spellbinding tale is certain to capture the hearts and minds of readers.","['Fiction', 'Historical', 'Historical Fiction', 'Historical', 'Audiobook']",1271,17465453,21889418,72,670024856,9780670024860.0,Elizabeth Gilbert,2012,The Signature of All Things,The Signature of All Things,eng,3.81,61135,70375,9304,2242,5439,16022,26347,20325,https://images.gr-assets.com/books/1364277893m/17465453.jpg,https://images.gr-assets.com/books/1364277893s/17465453.jpg,"['Fiction', 'Historical', 'HistoricalFiction', 'Historical', 'Audiobook']"
